"Rank","Player","G","REC","YDS","Y/R","YBC","YBC/R","AIR","AIR/R","YAC","YAC/R","YACON","YACON/R","BRKTKL","TGT","% TM","CATCHABLE","DROP","RZ TGT","10+ YDS","20+ YDS","30+ YDS","40+ YDS","50+ YDS","LNG"
"175","Tyrie Cleveland (FA)","10","6","63","10.5","45","7.5","0","0.0","18","3.0","6","1.0","1","9","1.7%","6","0","0","3","0","0","0","0","17"
"176","Steven Mitchell Jr. (FA)","6","5","60","12.0","50","10.0","0","0.0","10","2.0","1","0.2","0","8","1.5%","5","0","2","4","1","0","0","0","20"
"177","Ja'Marcus Bradley (FA)","3","5","60","12.0","49","9.8","0","0.0","11","2.2","3","0.6","0","11","2.4%","5","0","0","2","1","0","0","0","22"
"178","Jaydon Mickens (FA)","10","7","58","8.3","27","3.9","0","0.0","31","4.4","10","1.4","0","10","1.7%","7","0","1","2","0","0","0","0","11"
"179","Nick Westbrook-Ikhine (MIA)","14","3","33","11.0","28","9.3","0","0.0","5","1.7","0","0.0","0","8","1.7%","4","0","1","1","0","0","0","0","19"
"180","KJ Hill Jr. (FA)","15","7","73","10.4","55","7.9","0","0.0","18","2.6","3","0.4","0","11","1.8%","10","2","1","2","1","0","0","0","25"
"181","Trent Sherfield Sr. (DEN)","15","5","50","10.0","23","4.6","0","0.0","27","5.4","7","1.4","0","7","1.3%","5","0","1","2","1","0","0","0","26"
"182","River Cracraft (FA)","9","6","41","6.8","30","5.0","0","0.0","11","1.8","4","0.7","1","9","1.6%","7","1","3","1","0","0","0","0","12"
"183","Ted Ginn Jr. (FA)","5","3","40","13.3","30","10.0","0","0.0","10","3.3","1","0.3","0","6","1.0%","3","0","0","1","1","0","0","0","29"
"184","Riley Ridley (FA)","5","4","39","9.8","36","9.0","0","0.0","3","0.8","1","0.3","0","4","0.7%","4","0","1","2","0","0","0","0","18"
"185","Robert Foster (FA)","4","2","37","18.5","5","2.5","0","0.0","32","16.0","31","15.5","1","6","1.0%","3","1","1","1","1","0","0","0","28"
"186","Brandon Zylstra (FA)","16","3","35","11.7","20","6.7","0","0.0","15","5.0","2","0.7","0","4","0.8%","3","0","1","1","1","0","0","0","28"
"187","Lawrence Cager (WAS)","2","2","35","17.5","21","10.5","0","0.0","14","7.0","0","0.0","0","6","1.3%","2","0","1","2","0","0","0","0","19"
"188","Terry Godwin (FA)","3","3","32","10.7","29","9.7","0","0.0","3","1.0","2","0.7","0","6","1.0%","4","1","0","1","1","0","0","0","21"
"189","Seth Roberts (FA)","7","4","31","7.8","9","2.3","0","0.0","22","5.5","7","1.8","1","6","1.1%","4","0","0","2","0","0","0","0","12"
"190","Josh Malone (FA)","4","4","16","4.0","8","2.0","0","0.0","8","2.0","4","1.0","0","6","1.3%","5","1","0","1","0","0","0","0","13"
"191","Darrius Shepherd (FA)","8","5","46","9.2","28","5.6","0","0.0","18","3.6","3","0.6","0","8","1.6%","5","0","1","2","0","0","0","0","19"
"192","Antonio Gandy-Golden (FA)","6","1","3","3.0","2","2.0","0","0.0","1","1.0","1","1.0","0","7","1.2%","2","1","0","0","0","0","0","0","3"
"193","Antonio Callaway (FA)","5","2","20","10.0","17","8.5","0","0.0","3","1.5","0","0.0","0","4","0.7%","2","0","0","1","0","0","0","0","13"
"194","Deontay Burnett (FA)","2","3","19","6.3","15","5.0","0","0.0","4","1.3","1","0.3","0","4","0.7%","3","0","1","1","0","0","0","0","10"
"195","John Ross (FA)","3","2","17","8.5","14","7.0","0","0.0","3","1.5","2","1.0","0","7","1.2%","3","1","0","1","0","0","0","0","15"
"196","Bennie Fowler III (FA)","5","2","11","5.5","10","5.0","0","0.0","1","0.5","0","0.0","0","6","1.2%","3","1","0","0","0","0","0","0","7"
"197","Tavon Austin (FA)","4","5","20","4.0","-22","-4.4","0","0.0","42","8.4","0","0.0","0","5","1.0%","5","0","0","0","0","0","0","0","7"
"198","Andre Roberts (FA)","15","4","34","8.5","29","7.3","0","0.0","5","1.3","1","0.3","0","5","0.9%","5","1","1","2","0","0","0","0","16"
""
""
